target,feature,feature_type,coef,abs_coef,abs_coef_norm
gap,desc_fr_Ar_NH,rdkit_desc,-0.03904077410697937,0.03904077410697937,0.0010605884017422795
gap,morgan_1073,morgan,-0.03883720189332962,0.03883720189332962,0.001055058091878891
gap,morgan_1697,morgan,0.0384453646838665,0.0384453646838665,0.0010444134240970016
gap,morgan_1195,morgan,0.03800186514854431,0.03800186514854431,0.0010323652531951666
gap,desc_Ipc,rdkit_desc,0.03724469244480133,0.03724469244480133,0.0010117957135662436
gap,morgan_1128,morgan,0.03715267777442932,0.03715267777442932,0.0010092960437759757
gap,morgan_926,morgan,0.036969952285289764,0.036969952285289764,0.0010043320944532752
gap,desc_VSA_EState9,rdkit_desc,0.03691919147968292,0.03691919147968292,0.0010029531549662352
gap,desc_BCUT2D_MRLOW,rdkit_desc,-0.03679950535297394,0.03679950535297394,0.0009997016750276089
gap,morgan_650,morgan,-0.036631498485803604,0.036631498485803604,0.000995137612335384
gap,desc_Chi4v,rdkit_desc,0.03647404536604881,0.03647404536604881,0.0009908601641654968
gap,desc_Chi4n,rdkit_desc,0.03647250682115555,0.03647250682115555,0.000990818371064961
gap,desc_PEOE_VSA2,rdkit_desc,0.03605269640684128,0.03605269640684128,0.0009794137440621853
gap,desc_fr_Imine,rdkit_desc,0.03476151078939438,0.03476151078939438,0.0009443371673114598
gap,morgan_1164,morgan,-0.03425857424736023,0.03425857424736023,0.0009306743158958852
gap,desc_MaxAbsEStateIndex,rdkit_desc,0.03366769477725029,0.03366769477725029,0.0009146223892457783
gap,desc_fr_ester,rdkit_desc,0.03366585075855255,0.03366585075855255,0.0009145723306573927
gap,desc_MaxEStateIndex,rdkit_desc,0.0336432158946991,0.0336432158946991,0.0009139574249275029
gap,morgan_803,morgan,-0.0336189866065979,0.0336189866065979,0.0009132991544902325
gap,morgan_1738,morgan,0.033397212624549866,0.033397212624549866,0.0009072744287550449
gap,desc_BCUT2D_LOGPLOW,rdkit_desc,-0.03314867243170738,0.03314867243170738,0.0009005225729197264
gap,morgan_1860,morgan,-0.033071666955947876,0.033071666955947876,0.0008984305895864964
gap,desc_EState_VSA9,rdkit_desc,-0.03295502811670303,0.03295502811670303,0.0008952619973570108
gap,morgan_2,morgan,-0.03283434361219406,0.03283434361219406,0.0008919834508560598
gap,morgan_1536,morgan,-0.032834041863679886,0.032834041863679886,0.000891975243575871
gap,desc_fr_nitro_arom,rdkit_desc,-0.032595355063676834,0.032595355063676834,0.0008854910265654325
gap,desc_PEOE_VSA5,rdkit_desc,0.03244176134467125,0.03244176134467125,0.0008813184686005116
gap,morgan_1985,morgan,0.03243498131632805,0.03243498131632805,0.0008811342995613813
gap,desc_NumHeterocycles,rdkit_desc,0.032224975526332855,0.032224975526332855,0.0008754292502999306
gap,desc_fr_bicyclic,rdkit_desc,0.03144523873925209,0.03144523873925209,0.0008542467840015888
gap,desc_EState_VSA6,rdkit_desc,0.031396180391311646,0.031396180391311646,0.0008529140613973141
gap,morgan_2004,morgan,0.03125106543302536,0.03125106543302536,0.0008489718311466277
gap,desc_fr_ether,rdkit_desc,0.03107558563351631,0.03107558563351631,0.0008442047401331365
